text,category
what time does the train to place leave,transport_query
today's schedule,calendar_query
"it's cool, thanks.",general_praise
would you check my last command.,general_confirm
please could you tell me if george's geek restaurant can i order takeaway from there,takeaway_query
would you set the coffee maker running,iot_coffee
i had a relaxing day today,general_quirky
define and describe an ultraviolet ray,qa_definition
activate radio and tune into nine hundred and eighty nine,play_radio
book a taxi to the airport,transport_taxi
what's next,general_quirky
how many days are in this month,datetime_query
get latest news report on kidnapping in ny,news_query
what was that one more time.,general_repeat
how can i contact this person,email_querycontact
please delete the contacts that i havent spoken to in three of months,email_querycontact
what days are my alarms set for,alarm_query
i want to hear play that funky music,play_music
when will my chinese food arrive,takeaway_query
amazon deals,general_quirky
bed room two switch off the lights,iot_hue_lightoff
can i order take out food at this time,takeaway_order
confirmed.,general_affirm
what is google,qa_definition
increase the volume to max please,audio_volume_up
what is the time in australia right now,datetime_query
tell me what's trending on twitter,social_query
i want the coffee machine to make me coffee,iot_coffee
what baseball games are scheduled for this week in tulsa,recommendation_events
show me the latest emails from amazon,email_query
delete an first event of twenty third of march twenty seventeen,calendar_remove
would you just stop it please.,general_commandstop
is mr pizza on skip the dishes,takeaway_query
email mom and ask how the weather is there,email_sendemail
clear my schedule for today,calendar_remove
when i want it to take down notes,general_quirky
when is the next office meeting,calendar_query
can you empty my calendar,calendar_remove
please book train ticket from mumbai to sangli for tomorrow morning,transport_ticket
tell me what is next on my query,lists_query
jane doe emails,email_query
play the next episode of drunks and dragons please,play_podcasts
ask if deliver,takeaway_query
what is the definition of inchoate,qa_definition
will you reset.,general_repeat
i'd like you just stop.,general_commandstop
exchange euro to dollar,qa_currency
does brick grill deliver,takeaway_query
tweet starbucks and say that the customer service is awful,social_post
please make the room brighter,iot_hue_lightup
Show times for nearest theater,recommendation_movies
define cpu,qa_definition
i want to hear the radio,play_radio
read out my shopping list for today,lists_query
reset alarm,alarm_remove
can you bring me a nice coffee,iot_coffee
yes agree.,general_affirm
call me at six am,alarm_set
i'd like a train ticket to this location,transport_query
turn the lights off to my room,iot_hue_lightoff
tell me the name of the composer,music_query
please open snooker game i would like to play with you,play_game
give five stars to this song,music_likeness
what is a stock price of tata,qa_stock
do i have anything planned for the twenty first,calendar_query
is there a way to clear my calendar,calendar_remove
"no, you gave me incorrect information.",general_negate
i can not quite catch up with you.,general_explain
can you call a taxi,transport_taxi
lower the brightness,iot_hue_lightdim
show traffic,transport_traffic
please block off friday at eight am on my calendar,calendar_set
turn the vacuum on,iot_cleaning
i finished my to do list,lists_query
skip to next nyt podcast,play_podcasts
next alarm,alarm_query
olly will you just stop it please.,general_commandstop
what's the funniest joke you know,general_joke
show me the information of friend,email_querycontact
your volume is too high please repeat that lower,audio_volume_down
delete my to do's for this week,lists_remove
disable smart socket,iot_wemo_off
"shit, you've done a task wrong.",general_negate
what year did this song come out,music_query
what did you say in the last conversation.,general_repeat
tell me about the current weather,weather_query
olly can you shut up please.,general_commandstop
what day of the week does christmas fall on this year,datetime_query
email alice to let her know we are on the way,email_sendemail
could you please turn on the plug,iot_wemo_on
recipe for meal,cooking_recipe
whatever would be ok to me.,general_dontcare
that is all.,general_commandstop
olly cancel yoga alarms,alarm_remove
olly will you stop it.,general_commandstop
what type of event,recommendation_events
mail macs@xorg,email_sendemail
send a tweet about my complaint on my truck to consumer digest,social_post
send a giggle my way,general_joke
please turn off wemo socket,iot_wemo_off
i need to cancel my rsvp for dinner this evening can you remove it on my calendar as well,calendar_remove
what's the weather this week,weather_query
set notification from world news,news_query
resolve this thirty twelve,qa_maths
what's bob scrote's net worth,qa_factoid
is there any new mail for me,email_query
can you please clarify once again.,general_explain
add grocery to list,lists_createoradd
has anyone commented on my status,social_query
what is the name of the artist that created this song,music_query
set a classic music,play_music
what is the time difference between central and eastern,datetime_convert
please save my opinion about the song that is currently playing,music_likeness
show me delivery near me,takeaway_order
what is one hundred and twenty three times one hundred and twenty three,qa_maths
i challenge you to a game of tic tac toe,play_game
